order_id,Grid_ID,Timestamp,preparation_time,restaurant_id,restaurant_name,time_bin,day_of_week,is_weekend
20250115-4053,883da1152bfffff,2025-01-15 10:07:00,8,307330,Moonshine Cafe & Bar,2025-01-15 10:00:00,2,0
20250115-3007,883da1145bfffff,2025-01-15 10:07:00,11,9165,Old Famous Jalebi Wala,2025-01-15 10:00:00,2,0
20250115-0186,883da11409fffff,2025-01-15 10:09:00,14,3782,Fresc Co,2025-01-15 10:00:00,2,0
20250115-1378,883da11455fffff,2025-01-15 10:10:00,11,870,Nizam's Kathi Kabab,2025-01-15 10:00:00,2,0
20250115-2332,883da11455fffff,2025-01-15 10:11:00,9,301605,Warehouse Cafe,2025-01-15 10:00:00,2,0
20250115-4233,883da1140bfffff,2025-01-15 10:11:00,12,309478,Ambrosia Bliss,2025-01-15 10:00:00,2,0
20250115-0613,883da11409fffff,2025-01-15 10:14:00,14,301114,Wenger's Deli,2025-01-15 10:00:00,2,0
20250115-4067,883da1b925fffff,2025-01-15 10:16:00,14,301700,Big Yellow Door,2025-01-15 10:15:00,2,0
20250115-1824,883da11455fffff,2025-01-15 10:18:00,11,1800,Veda,2025-01-15 10:15:00,2,0
20250115-3330,883da11423fffff,2025-01-15 10:19:00,11,2632,Mamagoto,2025-01-15 10:15:00,2,0
20250115-3105,883da11423fffff,2025-01-15 10:20:00,12,844,Khan Chacha,2025-01-15 10:15:00,2,0
20250115-0934,883da1152bfffff,2025-01-15 10:21:00,12,5732,"Elma's Bakery, Bar, and Kitchen",2025-01-15 10:15:00,2,0
20250115-4503,883da1140bfffff,2025-01-15 10:28:00,12,3393,Parikrama - The Revolving Restaurant,2025-01-15 10:15:00,2,0
20250115-3601,883da1152bfffff,2025-01-15 10:34:00,15,5030,Out Of The Box,2025-01-15 10:30:00,2,0
20250115-0512,883da18da3fffff,2025-01-15 10:36:00,13,306476,AMPM CafÃ­Â© & Bar,2025-01-15 10:30:00,2,0
20250115-0124,883da1b925fffff,2025-01-15 10:36:00,11,304262,Ricos,2025-01-15 10:30:00,2,0
20250115-1760,883da18da3fffff,2025-01-15 10:36:00,12,312476,Lights Camera Action - Air Bar,2025-01-15 10:30:00,2,0
20250115-4356,883da102dbfffff,2025-01-15 10:37:00,11,3190,Big Chill,2025-01-15 10:30:00,2,0
20250115-1073,883da11409fffff,2025-01-15 10:39:00,19,900,Saravana Bhavan,2025-01-15 10:30:00,2,0
20250115-1700,883da18da3fffff,2025-01-15 10:40:00,11,312476,Lights Camera Action - Air Bar,2025-01-15 10:30:00,2,0
20250115-4419,883da18da3fffff,2025-01-15 10:40:00,18,3077,Pirates of Grill,2025-01-15 10:30:00,2,0
20250115-0573,883da11537fffff,2025-01-15 10:44:00,16,307113,Diggin,2025-01-15 10:30:00,2,0
20250115-3538,883da11409fffff,2025-01-15 10:44:00,11,301011,Starbucks,2025-01-15 10:30:00,2,0
20250115-2708,883da11735fffff,2025-01-15 10:45:00,13,2742,Bukhara - ITC Maurya,2025-01-15 10:45:00,2,0
20250115-2694,883da1152bfffff,2025-01-15 10:47:00,15,8893,Raasta,2025-01-15 10:45:00,2,0
20250115-3129,883da1152bfffff,2025-01-15 10:47:00,5,301001,Elf Cafe & Bar,2025-01-15 10:45:00,2,0
20250115-1069,883da11409fffff,2025-01-15 10:47:00,20,301011,Starbucks,2025-01-15 10:45:00,2,0
20250115-4907,883da18da3fffff,2025-01-15 10:48:00,9,18252401,National Highway 44,2025-01-15 10:45:00,2,0
20250115-3796,883da1152bfffff,2025-01-15 10:50:00,14,304296,My Bar Grill,2025-01-15 10:45:00,2,0
20250115-4338,883da115a5fffff,2025-01-15 10:51:00,7,18294261,Lord of the Drinks Forum,2025-01-15 10:45:00,2,0
20250115-3274,883da18da3fffff,2025-01-15 10:53:00,8,304746,The California Boulevard,2025-01-15 10:45:00,2,0
20250115-3237,883da11409fffff,2025-01-15 10:53:00,17,301489,Barbeque Nation,2025-01-15 10:45:00,2,0
20250115-2243,883da11409fffff,2025-01-15 10:54:00,8,313256,The Junkyard Cafe,2025-01-15 10:45:00,2,0
20250115-3464,883da1140bfffff,2025-01-15 10:55:00,18,18124357,Garam Dharam,2025-01-15 10:45:00,2,0
20250115-0116,883da18da1fffff,2025-01-15 10:57:00,11,5062,Hinglish - Cafe Beach Bar,2025-01-15 10:45:00,2,0
20250115-2791,883da11423fffff,2025-01-15 10:57:00,11,7227,Out Of The Box,2025-01-15 10:45:00,2,0
20250115-4864,883da18da3fffff,2025-01-15 10:58:00,11,3077,Pirates of Grill,2025-01-15 10:45:00,2,0
20250115-0530,883da11421fffff,2025-01-15 10:58:00,12,2675,Sevilla - The Claridges,2025-01-15 10:45:00,2,0
20250115-2081,883da11409fffff,2025-01-15 10:58:00,11,900,Saravana Bhavan,2025-01-15 10:45:00,2,0
20250115-0612,883da11409fffff,2025-01-15 11:00:00,16,18281985,Teddy Boy,2025-01-15 11:00:00,2,0
20250115-0184,883da115e9fffff,2025-01-15 11:01:00,10,305,Sagar Ratna,2025-01-15 11:00:00,2,0
20250115-2920,883da11409fffff,2025-01-15 11:01:00,19,55,Berco's,2025-01-15 11:00:00,2,0
20250115-0537,883da102dbfffff,2025-01-15 11:02:00,16,310776,Gastronomica Kitchen & Bar,2025-01-15 11:00:00,2,0
20250115-3299,883da1152bfffff,2025-01-15 11:03:00,13,301442,Imperfecto,2025-01-15 11:00:00,2,0
20250115-0900,883da11453fffff,2025-01-15 11:04:00,7,463,Karim's,2025-01-15 11:00:00,2,0
20250115-4140,883da1152bfffff,2025-01-15 11:04:00,13,89,Naivedyam,2025-01-15 11:00:00,2,0
20250115-3471,883da1152bfffff,2025-01-15 11:04:00,23,308322,Hauz Khas Social,2025-01-15 11:00:00,2,0
20250115-2457,883da1140bfffff,2025-01-15 11:04:00,6,18233593,Farzi Cafe,2025-01-15 11:00:00,2,0
20250115-2638,883da102d7fffff,2025-01-15 11:05:00,13,2649,Whipped,2025-01-15 11:00:00,2,0
20250115-1664,883da11535fffff,2025-01-15 11:05:00,11,307490,Summer House Cafe,2025-01-15 11:00:00,2,0
20250115-1854,883da1140bfffff,2025-01-15 11:05:00,8,18241537,38 Barracks,2025-01-15 11:00:00,2,0
20250115-0144,883da11409fffff,2025-01-15 11:06:00,13,55,Berco's,2025-01-15 11:00:00,2,0
20250115-3701,883da11455fffff,2025-01-15 11:06:00,18,309664,Caffe Tonino,2025-01-15 11:00:00,2,0
20250115-2904,883da18da3fffff,2025-01-15 11:06:00,10,306476,AMPM CafÃ­Â© & Bar,2025-01-15 11:00:00,2,0
20250115-4359,883da11423fffff,2025-01-15 11:06:00,10,8244,Big Chill,2025-01-15 11:00:00,2,0
20250115-1221,883da1152bfffff,2025-01-15 11:07:00,13,301001,Elf Cafe & Bar,2025-01-15 11:00:00,2,0
20250115-0061,883da11455fffff,2025-01-15 11:07:00,13,2903,Kake Da Hotel,2025-01-15 11:00:00,2,0
20250115-1754,883da11407fffff,2025-01-15 11:10:00,15,4631,Andhra Bhavan,2025-01-15 11:00:00,2,0
20250115-2964,883da102cdfffff,2025-01-15 11:10:00,7,310958,Rustom's Parsi Bhonu,2025-01-15 11:00:00,2,0
20250115-3043,883da1b925fffff,2025-01-15 11:12:00,18,304262,Ricos,2025-01-15 11:00:00,2,0
20250115-0801,883da18dadfffff,2025-01-15 11:12:00,13,301998,Punjab Grill,2025-01-15 11:00:00,2,0
20250115-3314,883da1152bfffff,2025-01-15 11:13:00,25,308322,Hauz Khas Social,2025-01-15 11:00:00,2,0
20250115-1891,883da1143dfffff,2025-01-15 11:13:00,12,799,Gulati,2025-01-15 11:00:00,2,0
20250115-1199,883da1b925fffff,2025-01-15 11:14:00,10,18273624,Cafeteria & Co.,2025-01-15 11:00:00,2,0
20250115-2028,883da11513fffff,2025-01-15 11:16:00,8,304931,Guppy,2025-01-15 11:15:00,2,0
20250115-3787,883da11549fffff,2025-01-15 11:18:00,8,18237321,Echoes Satyaniketan,2025-01-15 11:15:00,2,0
20250115-4271,883da1b925fffff,2025-01-15 11:19:00,16,6144,Indus Flavour,2025-01-15 11:15:00,2,0
20250115-0985,883da11423fffff,2025-01-15 11:19:00,6,307802,Town Hall,2025-01-15 11:15:00,2,0
20250115-0791,883da11409fffff,2025-01-15 11:19:00,18,4249,Wenger's,2025-01-15 11:15:00,2,0
20250115-0383,883da11409fffff,2025-01-15 11:19:00,8,301114,Wenger's Deli,2025-01-15 11:15:00,2,0
20250115-3135,883da11549fffff,2025-01-15 11:20:00,15,306503,Big Yellow Door,2025-01-15 11:15:00,2,0
20250115-3103,883da115e9fffff,2025-01-15 11:20:00,11,451,Swagath,2025-01-15 11:15:00,2,0
20250115-2003,883da1145bfffff,2025-01-15 11:20:00,6,9165,Old Famous Jalebi Wala,2025-01-15 11:15:00,2,0
20250115-4647,883da11443fffff,2025-01-15 11:21:00,12,6075,Sita Ram Diwan Chand,2025-01-15 11:15:00,2,0
20250115-0201,883da11423fffff,2025-01-15 11:21:00,14,4741,Boombox Cafe,2025-01-15 11:15:00,2,0
20250115-1946,883da11455fffff,2025-01-15 11:21:00,12,870,Nizam's Kathi Kabab,2025-01-15 11:15:00,2,0
20250115-4240,883da18da3fffff,2025-01-15 11:21:00,11,3077,Pirates of Grill,2025-01-15 11:15:00,2,0
20250115-4366,883da11409fffff,2025-01-15 11:21:00,12,5738,Shake Square,2025-01-15 11:15:00,2,0
20250115-3398,883da1140bfffff,2025-01-15 11:21:00,9,18241537,38 Barracks,2025-01-15 11:15:00,2,0
20250115-3378,883da11409fffff,2025-01-15 11:22:00,10,309790,The Vault Cafe,2025-01-15 11:15:00,2,0
20250115-2544,883da1145bfffff,2025-01-15 11:22:00,14,7545,Natraj Dahi Bhalle Wala,2025-01-15 11:15:00,2,0
20250115-1317,883da1152bfffff,2025-01-15 11:24:00,18,5732,"Elma's Bakery, Bar, and Kitchen",2025-01-15 11:15:00,2,0
20250115-1614,883da1151bfffff,2025-01-15 11:26:00,16,1188,Lodi - The Garden Restaurant,2025-01-15 11:15:00,2,0
20250115-3162,883da1152bfffff,2025-01-15 11:26:00,19,308322,Hauz Khas Social,2025-01-15 11:15:00,2,0
20250115-2316,883da1b925fffff,2025-01-15 11:27:00,17,301700,Big Yellow Door,2025-01-15 11:15:00,2,0
20250115-4962,883da1140bfffff,2025-01-15 11:27:00,22,302878,Cha Bar,2025-01-15 11:15:00,2,0
20250115-0177,883da11409fffff,2025-01-15 11:28:00,10,3506,Indian Coffee House,2025-01-15 11:15:00,2,0
20250115-2702,883da11423fffff,2025-01-15 11:29:00,11,307799,Wok  In The Clouds,2025-01-15 11:15:00,2,0
20250115-1679,883da115cdfffff,2025-01-15 11:30:00,15,1819,The All American Diner,2025-01-15 11:30:00,2,0
20250115-0777,883da11409fffff,2025-01-15 11:30:00,14,311057,My Bar Headquarters,2025-01-15 11:30:00,2,0
20250115-3751,883da115e9fffff,2025-01-15 11:30:00,11,556,Kent's Fast Food,2025-01-15 11:30:00,2,0
20250115-0367,883da115adfffff,2025-01-15 11:31:00,6,8959,Asian Haus,2025-01-15 11:30:00,2,0
20250115-3393,883da11409fffff,2025-01-15 11:32:00,14,2769,Aqua - The Park,2025-01-15 11:30:00,2,0
20250115-4536,883da1b925fffff,2025-01-15 11:33:00,7,312345,The Hudson Cafe,2025-01-15 11:30:00,2,0
20250115-1619,883da11409fffff,2025-01-15 11:33:00,8,7855,Dunkin' Donuts,2025-01-15 11:30:00,2,0
20250115-1944,883da18dadfffff,2025-01-15 11:34:00,13,301998,Punjab Grill,2025-01-15 11:30:00,2,0
20250115-4931,883da102c7fffff,2025-01-15 11:36:00,14,2786,Punjab Grill,2025-01-15 11:30:00,2,0
20250115-3366,883da1b925fffff,2025-01-15 11:36:00,6,310592,The Vintage Avenue,2025-01-15 11:30:00,2,0
20250115-1570,883da11423fffff,2025-01-15 11:36:00,12,309788,SodaBottleOpenerWala,2025-01-15 11:30:00,2,0
20250115-0546,883da1140bfffff,2025-01-15 11:36:00,10,309478,Ambrosia Bliss,2025-01-15 11:30:00,2,0
20250115-3987,883da1143dfffff,2025-01-15 11:37:00,12,799,Gulati,2025-01-15 11:30:00,2,0
20250115-0420,883da11409fffff,2025-01-15 11:37:00,10,1286,Rajdhani Thali Restaurant,2025-01-15 11:30:00,2,0
20250115-3941,883da1140bfffff,2025-01-15 11:38:00,8,18279449,HotMess,2025-01-15 11:30:00,2,0
20250115-1265,883da1152bfffff,2025-01-15 11:39:00,15,308322,Hauz Khas Social,2025-01-15 11:30:00,2,0
20250115-3141,883da1152bfffff,2025-01-15 11:40:00,7,301442,Imperfecto,2025-01-15 11:30:00,2,0
20250115-4715,883da11455fffff,2025-01-15 11:41:00,9,870,Nizam's Kathi Kabab,2025-01-15 11:30:00,2,0
20250115-3758,883da11409fffff,2025-01-15 11:41:00,10,6957,My Bar Lounge & Restaurant,2025-01-15 11:30:00,2,0
20250115-1817,883da1140bfffff,2025-01-15 11:42:00,8,3393,Parikrama - The Revolving Restaurant,2025-01-15 11:30:00,2,0
20250115-0235,883da11549fffff,2025-01-15 11:42:00,15,306503,Big Yellow Door,2025-01-15 11:30:00,2,0
20250115-3643,883da1152bfffff,2025-01-15 11:42:00,21,8893,Raasta,2025-01-15 11:30:00,2,0
20250115-0935,883da115cdfffff,2025-01-15 11:43:00,18,1819,The All American Diner,2025-01-15 11:30:00,2,0
20250115-4802,883da11455fffff,2025-01-15 11:43:00,9,301605,Warehouse Cafe,2025-01-15 11:30:00,2,0
20250115-0205,883da102dbfffff,2025-01-15 11:43:00,9,3190,Big Chill,2025-01-15 11:30:00,2,0
20250115-3986,883da102c7fffff,2025-01-15 11:44:00,12,305833,Krispy Kreme,2025-01-15 11:30:00,2,0
20250115-4618,883da1140bfffff,2025-01-15 11:44:00,11,307190,The Rolling Joint,2025-01-15 11:30:00,2,0
20250115-4280,883da11455fffff,2025-01-15 11:44:00,15,2903,Kake Da Hotel,2025-01-15 11:30:00,2,0
20250115-1138,883da11535fffff,2025-01-15 11:45:00,5,307490,Summer House Cafe,2025-01-15 11:45:00,2,0
20250115-0640,883da1152bfffff,2025-01-15 11:46:00,11,301442,Imperfecto,2025-01-15 11:45:00,2,0
20250115-0454,883da1145bfffff,2025-01-15 11:46:00,17,9165,Old Famous Jalebi Wala,2025-01-15 11:45:00,2,0
20250115-4759,883da11409fffff,2025-01-15 11:47:00,20,309955,Nando's,2025-01-15 11:45:00,2,0
20250115-4023,883da11423fffff,2025-01-15 11:47:00,11,2632,Mamagoto,2025-01-15 11:45:00,2,0
20250115-2084,883da115a5fffff,2025-01-15 11:47:00,11,304239,FIO Cookhouse and Bar,2025-01-15 11:45:00,2,0
20250115-3519,883da11455fffff,2025-01-15 11:48:00,23,301605,Warehouse Cafe,2025-01-15 11:45:00,2,0
20250115-1907,883da11423fffff,2025-01-15 11:49:00,12,2690,Machan - The Taj Mahal Hotel,2025-01-15 11:45:00,2,0
20250115-1625,883da115cdfffff,2025-01-15 11:49:00,17,1819,The All American Diner,2025-01-15 11:45:00,2,0
20250115-2549,883da1140bfffff,2025-01-15 11:49:00,9,305453,Chew - Pan Asian Cafe,2025-01-15 11:45:00,2,0
20250115-2399,883da11423fffff,2025-01-15 11:50:00,5,4741,Boombox Cafe,2025-01-15 11:45:00,2,0
20250115-3831,883da11431fffff,2025-01-15 11:51:00,16,305525,Cafe Lota,2025-01-15 11:45:00,2,0
20250115-0219,883da1b925fffff,2025-01-15 11:52:00,17,6144,Indus Flavour,2025-01-15 11:45:00,2,0
20250115-0055,883da1140bfffff,2025-01-15 11:54:00,14,18124357,Garam Dharam,2025-01-15 11:45:00,2,0
20250115-4022,883da11407fffff,2025-01-15 11:55:00,13,4631,Andhra Bhavan,2025-01-15 11:45:00,2,0
20250115-3409,883da11407fffff,2025-01-15 11:56:00,14,4631,Andhra Bhavan,2025-01-15 11:45:00,2,0
20250115-4065,883da11409fffff,2025-01-15 11:58:00,5,307036,Excuse Me Boss,2025-01-15 11:45:00,2,0
20250115-2606,883da1140bfffff,2025-01-15 11:59:00,16,18238278,Tamasha,2025-01-15 11:45:00,2,0
20250115-2052,883da1152bfffff,2025-01-15 12:00:00,22,301131,Fork You,2025-01-15 12:00:00,2,0
20250115-3003,883da115a5fffff,2025-01-15 12:00:00,25,304299,The Flying Saucer Cafe,2025-01-15 12:00:00,2,0
20250115-1599,883da11453fffff,2025-01-15 12:00:00,16,463,Karim's,2025-01-15 12:00:00,2,0
20250115-0357,883da11409fffff,2025-01-15 12:00:00,12,900,Saravana Bhavan,2025-01-15 12:00:00,2,0
20250115-1717,883da11423fffff,2025-01-15 12:00:00,15,1614,Big Chill,2025-01-15 12:00:00,2,0
20250115-0700,883da11455fffff,2025-01-15 12:00:00,7,4815,Route 04,2025-01-15 12:00:00,2,0
20250115-4055,883da11455fffff,2025-01-15 12:00:00,19,309073,Zizo,2025-01-15 12:00:00,2,0
20250115-0310,883da102c7fffff,2025-01-15 12:00:00,9,3192,Big Chill,2025-01-15 12:00:00,2,0
20250115-2937,883da11455fffff,2025-01-15 12:00:00,9,309073,Zizo,2025-01-15 12:00:00,2,0
20250115-2704,883da1152bfffff,2025-01-15 12:00:00,22,308322,Hauz Khas Social,2025-01-15 12:00:00,2,0
20250115-1451,883da11535fffff,2025-01-15 12:00:00,16,307490,Summer House Cafe,2025-01-15 12:00:00,2,0
20250115-2875,883da11455fffff,2025-01-15 12:00:00,5,309073,Zizo,2025-01-15 12:00:00,2,0
20250115-1315,883da11423fffff,2025-01-15 12:01:00,17,309788,SodaBottleOpenerWala,2025-01-15 12:00:00,2,0
20250115-4997,883da1b925fffff,2025-01-15 12:01:00,13,301700,Big Yellow Door,2025-01-15 12:00:00,2,0
20250115-3928,883da1152bfffff,2025-01-15 12:01:00,18,304296,My Bar Grill,2025-01-15 12:00:00,2,0
20250115-3921,883da11409fffff,2025-01-15 12:01:00,10,3168,Blues,2025-01-15 12:00:00,2,0
20250115-1392,883da11455fffff,2025-01-15 12:01:00,20,301605,Warehouse Cafe,2025-01-15 12:00:00,2,0
20250115-2940,883da11409fffff,2025-01-15 12:01:00,19,900,Saravana Bhavan,2025-01-15 12:00:00,2,0
20250115-1785,883da1152bfffff,2025-01-15 12:01:00,9,304296,My Bar Grill,2025-01-15 12:00:00,2,0
20250115-1211,883da1b925fffff,2025-01-15 12:01:00,10,304307,Wood Box Cafe,2025-01-15 12:00:00,2,0
20250115-4195,883da11625fffff,2025-01-15 12:01:00,15,18057792,Imly,2025-01-15 12:00:00,2,0
20250115-4832,883da1143dfffff,2025-01-15 12:01:00,12,801,Havemore,2025-01-15 12:00:00,2,0
20250115-4122,883da1152bfffff,2025-01-15 12:02:00,11,5732,"Elma's Bakery, Bar, and Kitchen",2025-01-15 12:00:00,2,0
20250115-3212,883da102dbfffff,2025-01-15 12:02:00,13,307065,Sakley's The Mountain Cafe,2025-01-15 12:00:00,2,0
20250115-0949,883da1140bfffff,2025-01-15 12:02:00,17,307190,The Rolling Joint,2025-01-15 12:00:00,2,0
20250115-1550,883da1b925fffff,2025-01-15 12:02:00,19,310592,The Vintage Avenue,2025-01-15 12:00:00,2,0
20250115-0401,883da1143dfffff,2025-01-15 12:02:00,20,799,Gulati,2025-01-15 12:00:00,2,0
20250115-0717,883da1140bfffff,2025-01-15 12:02:00,12,18070476,Cafe Dalal Street,2025-01-15 12:00:00,2,0
20250115-2150,883da11455fffff,2025-01-15 12:02:00,10,18306523,CafÃ­Â© MRP,2025-01-15 12:00:00,2,0
20250115-1403,883da11409fffff,2025-01-15 12:02:00,15,900,Saravana Bhavan,2025-01-15 12:00:00,2,0
20250115-1314,883da1140bfffff,2025-01-15 12:02:00,12,3394,Zaffran,2025-01-15 12:00:00,2,0
20250115-0007,883da11423fffff,2025-01-15 12:02:00,29,1614,Big Chill,2025-01-15 12:00:00,2,0
20250115-4059,883da115e9fffff,2025-01-15 12:02:00,17,309882,Kathputli,2025-01-15 12:00:00,2,0
20250115-4064,883da11423fffff,2025-01-15 12:02:00,15,844,Khan Chacha,2025-01-15 12:00:00,2,0
20250115-2075,883da102d7fffff,2025-01-15 12:02:00,13,1018,Mainland China,2025-01-15 12:00:00,2,0
20250115-0519,883da18da3fffff,2025-01-15 12:02:00,9,966,Dhaba,2025-01-15 12:00:00,2,0
20250115-4456,883da11455fffff,2025-01-15 12:02:00,17,301605,Warehouse Cafe,2025-01-15 12:00:00,2,0
20250115-2566,883da1140bfffff,2025-01-15 12:03:00,21,3393,Parikrama - The Revolving Restaurant,2025-01-15 12:00:00,2,0
20250115-4375,883da1140bfffff,2025-01-15 12:03:00,13,18238278,Tamasha,2025-01-15 12:00:00,2,0
20250115-1262,883da11409fffff,2025-01-15 12:03:00,14,18281985,Teddy Boy,2025-01-15 12:00:00,2,0
20250115-0452,883da11409fffff,2025-01-15 12:03:00,8,7855,Dunkin' Donuts,2025-01-15 12:00:00,2,0
20250115-3530,883da1140bfffff,2025-01-15 12:03:00,10,18233593,Farzi Cafe,2025-01-15 12:00:00,2,0
20250115-1976,883da116a5fffff,2025-01-15 12:03:00,15,481,Moti Mahal,2025-01-15 12:00:00,2,0
20250115-1064,883da18da3fffff,2025-01-15 12:03:00,20,306476,AMPM CafÃ­Â© & Bar,2025-01-15 12:00:00,2,0
20250115-2564,883da11455fffff,2025-01-15 12:03:00,22,301605,Warehouse Cafe,2025-01-15 12:00:00,2,0
20250115-4037,883da102cdfffff,2025-01-15 12:03:00,14,310958,Rustom's Parsi Bhonu,2025-01-15 12:00:00,2,0
20250115-1310,883da11423fffff,2025-01-15 12:03:00,14,311531,The Big Chill Cakery,2025-01-15 12:00:00,2,0
20250115-3763,883da115a5fffff,2025-01-15 12:03:00,11,305240,The Chatter House,2025-01-15 12:00:00,2,0
20250115-0159,883da11407fffff,2025-01-15 12:03:00,12,4631,Andhra Bhavan,2025-01-15 12:00:00,2,0
20250115-1552,883da1140bfffff,2025-01-15 12:03:00,22,18124357,Garam Dharam,2025-01-15 12:00:00,2,0
20250115-0616,883da18da3fffff,2025-01-15 12:04:00,18,310395,The Post Office Cafe,2025-01-15 12:00:00,2,0
20250115-3136,883da1145bfffff,2025-01-15 12:04:00,16,7545,Natraj Dahi Bhalle Wala,2025-01-15 12:00:00,2,0
20250115-4783,883da1152bfffff,2025-01-15 12:04:00,15,89,Naivedyam,2025-01-15 12:00:00,2,0
20250115-2836,883da115c7fffff,2025-01-15 12:04:00,12,8509,Barbeque Nation,2025-01-15 12:00:00,2,0
20250115-0060,883da1151bfffff,2025-01-15 12:04:00,14,1188,Lodi - The Garden Restaurant,2025-01-15 12:00:00,2,0
20250115-0173,883da1140bfffff,2025-01-15 12:04:00,15,18238278,Tamasha,2025-01-15 12:00:00,2,0
20250115-4630,883da1140bfffff,2025-01-15 12:04:00,13,18238278,Tamasha,2025-01-15 12:00:00,2,0
20250115-4096,883da1152bfffff,2025-01-15 12:04:00,13,8893,Raasta,2025-01-15 12:00:00,2,0
20250115-1003,883da18da1fffff,2025-01-15 12:04:00,10,5062,Hinglish - Cafe Beach Bar,2025-01-15 12:00:00,2,0
20250115-1157,883da11507fffff,2025-01-15 12:04:00,24,1777,Rajinder Da Dhaba,2025-01-15 12:00:00,2,0
20250115-0686,883da1152bfffff,2025-01-15 12:04:00,10,89,Naivedyam,2025-01-15 12:00:00,2,0
20250115-4101,883da11409fffff,2025-01-15 12:04:00,12,301114,Wenger's Deli,2025-01-15 12:00:00,2,0
20250115-4404,883da1140bfffff,2025-01-15 12:04:00,17,309478,Ambrosia Bliss,2025-01-15 12:00:00,2,0
20250115-4191,883da11409fffff,2025-01-15 12:04:00,17,1286,Rajdhani Thali Restaurant,2025-01-15 12:00:00,2,0
20250115-1806,883da11455fffff,2025-01-15 12:04:00,12,1800,Veda,2025-01-15 12:00:00,2,0
20250115-1616,883da11423fffff,2025-01-15 12:05:00,14,2632,Mamagoto,2025-01-15 12:00:00,2,0
20250115-3718,883da11453fffff,2025-01-15 12:05:00,22,463,Karim's,2025-01-15 12:00:00,2,0
20250115-2424,883da11409fffff,2025-01-15 12:05:00,15,309955,Nando's,2025-01-15 12:00:00,2,0
20250115-4948,883da1143dfffff,2025-01-15 12:05:00,11,801,Havemore,2025-01-15 12:00:00,2,0
20250115-2148,883da1140bfffff,2025-01-15 12:05:00,13,309478,Ambrosia Bliss,2025-01-15 12:00:00,2,0
20250115-3761,883da1b925fffff,2025-01-15 12:05:00,11,301700,Big Yellow Door,2025-01-15 12:00:00,2,0
20250115-0508,883da1152bfffff,2025-01-15 12:05:00,6,307330,Moonshine Cafe & Bar,2025-01-15 12:00:00,2,0
20250115-2680,883da11455fffff,2025-01-15 12:05:00,19,870,Nizam's Kathi Kabab,2025-01-15 12:00:00,2,0
20250115-4385,883da115e9fffff,2025-01-15 12:05:00,14,305,Sagar Ratna,2025-01-15 12:00:00,2,0
20250115-1325,883da11423fffff,2025-01-15 12:05:00,5,307799,Wok  In The Clouds,2025-01-15 12:00:00,2,0
20250115-0307,883da11455fffff,2025-01-15 12:05:00,14,870,Nizam's Kathi Kabab,2025-01-15 12:00:00,2,0
20250115-0811,883da1029dfffff,2025-01-15 12:05:00,11,1218,China Garden,2025-01-15 12:00:00,2,0
20250115-4567,883da11423fffff,2025-01-15 12:05:00,10,844,Khan Chacha,2025-01-15 12:00:00,2,0
20250115-2600,883da1152bfffff,2025-01-15 12:05:00,18,5030,Out Of The Box,2025-01-15 12:00:00,2,0
20250115-2849,883da11453fffff,2025-01-15 12:06:00,17,993,Al Jawahar,2025-01-15 12:00:00,2,0
