order_id,h3_index,timestamp,preparation_time,time_bin
4110a64f-5953-46e4-a6d0-49fa9ad1ee38,883da1152bfffff,2025-01-01 12:15:00,21,2025-01-01 12:15:00
86e9d7d1-ee3d-49e9-a868-d56ad5d6c2d3,883da1152bfffff,2025-01-01 12:15:00,22,2025-01-01 12:15:00
4a81187d-25f5-4606-8a90-d920c640b3d9,883da1152bfffff,2025-01-01 12:15:00,19,2025-01-01 12:15:00
9ea56440-b6f1-437c-801e-fdba9b737e61,883da1152bfffff,2025-01-01 12:15:00,17,2025-01-01 12:15:00
7775992c-0ca2-4d3f-b028-22aa237050bf,883da1152bfffff,2025-01-01 12:15:00,22,2025-01-01 12:15:00
b708abd5-8ce0-4ba7-a3b8-350edea86c8a,883da1152bfffff,2025-01-01 12:15:00,20,2025-01-01 12:15:00
97d95556-0eda-4551-98f6-053a525d7a0f,883da1152bfffff,2025-01-01 12:15:00,25,2025-01-01 12:15:00
bebdf133-970e-4077-b95b-8297d9c519a2,883da1152bfffff,2025-01-01 12:30:00,21,2025-01-01 12:30:00
da115ba9-b297-465a-ae0f-10f0bf769680,883da1152bfffff,2025-01-01 12:30:00,25,2025-01-01 12:30:00
ca723ce7-e235-43dc-9b86-47157ac95acb,883da1152bfffff,2025-01-01 12:30:00,23,2025-01-01 12:30:00
ab2a3b50-df35-4fff-9f2c-06bc1025dd18,883da1152bfffff,2025-01-01 12:30:00,24,2025-01-01 12:30:00
254db4d7-a699-4413-9a52-1e2c5a1783fc,883da1152bfffff,2025-01-01 12:30:00,24,2025-01-01 12:30:00
67cdf4a8-ed0b-4bbf-821f-640961939bf2,883da1152bfffff,2025-01-01 12:45:00,18,2025-01-01 12:45:00
d2d87338-b825-47ec-8ae3-53e355120451,883da1152bfffff,2025-01-01 12:45:00,19,2025-01-01 12:45:00
069ef48e-05fa-4bcb-9ba0-2945fc490bcd,883da1152bfffff,2025-01-01 12:45:00,21,2025-01-01 12:45:00
3747eb4b-f140-4908-8d37-f11764d9eca5,883da1152bfffff,2025-01-01 13:00:00,17,2025-01-01 13:00:00
a67598cb-743c-4d3b-9e4d-7b1971abbabf,883da1152bfffff,2025-01-01 13:00:00,20,2025-01-01 13:00:00
84fde6e1-6eb2-4022-a0ff-144943e55249,883da1152bfffff,2025-01-01 13:00:00,16,2025-01-01 13:00:00
f31c2b74-099b-4c33-8496-ee2f19ece42a,883da1152bfffff,2025-01-01 13:00:00,24,2025-01-01 13:00:00
22c549a5-c358-42d5-981f-b923c943a361,883da1152bfffff,2025-01-01 13:15:00,24,2025-01-01 13:15:00
c8e5a721-531d-4e1b-8c30-cf7cb7d1017c,883da1152bfffff,2025-01-01 13:15:00,21,2025-01-01 13:15:00
8b369804-f00d-4da8-97f4-5564494800d6,883da1152bfffff,2025-01-01 13:15:00,23,2025-01-01 13:15:00
1fdab830-a35f-4b3e-9e7d-7f950decacab,883da1152bfffff,2025-01-01 13:15:00,21,2025-01-01 13:15:00
cdf4736c-c080-4c1f-a552-9c459b6c0f7f,883da1152bfffff,2025-01-01 13:15:00,15,2025-01-01 13:15:00
9e0fdcea-efba-4f2d-8bec-43b486fb27b8,883da1152bfffff,2025-01-01 13:15:00,15,2025-01-01 13:15:00
b5741821-a568-4014-94e2-28b1de467f4f,883da1152bfffff,2025-01-01 13:30:00,22,2025-01-01 13:30:00
3a8b1b16-a190-4141-801a-72f980753957,883da1152bfffff,2025-01-01 13:30:00,25,2025-01-01 13:30:00
b86aea3b-7f72-406d-8156-d04aac455267,883da1152bfffff,2025-01-01 13:30:00,23,2025-01-01 13:30:00
38640bcb-2839-41ab-a9d4-63c89834e5e5,883da1152bfffff,2025-01-01 13:30:00,19,2025-01-01 13:30:00
6609407d-d060-4e93-9bca-54d32591ef26,883da1152bfffff,2025-01-01 13:45:00,25,2025-01-01 13:45:00
5e0d6b52-2a25-44ea-b526-a1f2fbe66600,883da1152bfffff,2025-01-01 13:45:00,20,2025-01-01 13:45:00
dbbefb60-20f8-4172-b500-27f19e993adb,883da1152bfffff,2025-01-01 14:00:00,15,2025-01-01 14:00:00
d31363e5-4117-4816-920e-7a5e49c9c378,883da1152bfffff,2025-01-01 14:00:00,24,2025-01-01 14:00:00
0376b9a6-c559-4ff2-933b-9baaeaa4d693,883da1152bfffff,2025-01-01 14:15:00,15,2025-01-01 14:15:00
5246583a-99b2-4ca2-b886-3951c84c3c38,883da1152bfffff,2025-01-01 14:15:00,22,2025-01-01 14:15:00
f3ad6881-f685-4be7-99d4-081a7227478f,883da1152bfffff,2025-01-01 14:15:00,15,2025-01-01 14:15:00
8bdc8374-a370-435f-ae1d-d061cbf094c8,883da1152bfffff,2025-01-01 14:30:00,15,2025-01-01 14:30:00
12f2bf04-be89-48f2-93c9-f00ca2955484,883da1152bfffff,2025-01-01 14:30:00,15,2025-01-01 14:30:00
390d0d58-bd4b-4e83-a88f-2c5ad3e4dd01,883da1152bfffff,2025-01-01 14:30:00,17,2025-01-01 14:30:00
69a9c961-6097-445f-a515-9d1a50dd2437,883da1152bfffff,2025-01-01 14:45:00,22,2025-01-01 14:45:00
02d80e35-b765-4c69-aa39-6f17edf73877,883da1152bfffff,2025-01-01 14:45:00,25,2025-01-01 14:45:00
ef1ea47b-91b2-4bd5-99bf-840f9eef8fde,883da1152bfffff,2025-01-01 14:45:00,15,2025-01-01 14:45:00
b7884039-01ab-4ec9-b2c1-e43541c85088,883da1152bfffff,2025-01-01 14:45:00,20,2025-01-01 14:45:00
dad82081-fb79-47a3-b03c-c426b9d3e8d3,883da1152bfffff,2025-01-01 14:45:00,22,2025-01-01 14:45:00
0e98ae3b-df3d-4ed6-bbfe-0263cc7012ac,883da1152bfffff,2025-01-01 15:00:00,25,2025-01-01 15:00:00
cfca9656-516c-45e2-bc7d-1b6a67b9a6a7,883da1152bfffff,2025-01-01 15:00:00,20,2025-01-01 15:00:00
80b3ce0a-cb11-4af1-aa8f-b87477a0d783,883da1152bfffff,2025-01-01 15:00:00,17,2025-01-01 15:00:00
293a1fad-07db-48a8-a560-700673d28742,883da1152bfffff,2025-01-01 15:00:00,18,2025-01-01 15:00:00
93da35d1-2942-42bf-b91c-247e4a371c3d,883da1152bfffff,2025-01-01 15:00:00,25,2025-01-01 15:00:00
c153e4f5-cecb-48a7-a7d7-2e1805b6249d,883da1152bfffff,2025-01-01 15:15:00,21,2025-01-01 15:15:00
7def9da2-6fe6-4106-9f23-9a62450bd313,883da1152bfffff,2025-01-01 15:15:00,18,2025-01-01 15:15:00
d5c89cd0-fe31-4de2-bdde-466e01377f73,883da1152bfffff,2025-01-01 15:15:00,23,2025-01-01 15:15:00
2e129bca-1c11-4fb3-897c-1aa47943d465,883da1152bfffff,2025-01-01 15:30:00,23,2025-01-01 15:30:00
4dcfa6d0-4d5c-48d6-bc6e-7088fec2a2de,883da1152bfffff,2025-01-01 15:30:00,23,2025-01-01 15:30:00
1161d04a-ce35-469b-8c37-750e549e672f,883da1152bfffff,2025-01-01 15:30:00,16,2025-01-01 15:30:00
3103520a-dbc8-4bd0-8179-e8b9f58f004e,883da1152bfffff,2025-01-01 15:45:00,16,2025-01-01 15:45:00
cc8be79f-0ff6-47aa-b9f3-b05177758881,883da1152bfffff,2025-01-01 15:45:00,15,2025-01-01 15:45:00
455e082a-8052-4c9f-b2d1-325e3c4ff73b,883da1152bfffff,2025-01-01 15:45:00,19,2025-01-01 15:45:00
44144662-1f30-4ec6-8800-8c2062d87f26,883da1152bfffff,2025-01-01 15:45:00,19,2025-01-01 15:45:00
80892af5-c6b0-4270-9852-6bc0513f846c,883da1152bfffff,2025-01-01 15:45:00,25,2025-01-01 15:45:00
60b80bb3-37a1-4361-9781-5a23fb549ce4,883da1152bfffff,2025-01-01 15:45:00,21,2025-01-01 15:45:00
0c3709ba-0593-40fb-a019-d3278fa15720,883da1152bfffff,2025-01-01 16:00:00,25,2025-01-01 16:00:00
a1afaed4-9922-4aac-9e89-3c8a48b0fe52,883da1152bfffff,2025-01-01 16:00:00,15,2025-01-01 16:00:00
ab0296fc-9845-4f4b-9891-c4618010c8f4,883da1152bfffff,2025-01-01 16:00:00,22,2025-01-01 16:00:00
c67090fc-3753-44be-af09-25ccb76a64f3,883da1152bfffff,2025-01-01 16:00:00,18,2025-01-01 16:00:00
2c08072f-4f0d-45a7-b021-4ee1bffb69ca,883da1152bfffff,2025-01-01 16:00:00,20,2025-01-01 16:00:00
8c784ec7-2c6d-4136-8a31-a0a3c03906b2,883da1152bfffff,2025-01-01 16:00:00,22,2025-01-01 16:00:00
03ccce71-0500-480b-92b9-dc5782e6643d,883da1152bfffff,2025-01-01 16:15:00,23,2025-01-01 16:15:00
ab61686a-f350-4ea9-aa81-cda7ca73d2c0,883da1152bfffff,2025-01-01 16:30:00,16,2025-01-01 16:30:00
a2ad9ff2-7ade-456f-93a4-715cbe1dd496,883da1152bfffff,2025-01-01 16:45:00,18,2025-01-01 16:45:00
6f6c7768-7ba6-453f-af69-7f7bebbecfe1,883da1152bfffff,2025-01-01 16:45:00,15,2025-01-01 16:45:00
52338bef-5ca2-4b2f-96e1-aed7ed6ffd12,883da1152bfffff,2025-01-01 16:45:00,19,2025-01-01 16:45:00
0508a104-ce2b-47e6-b865-005fb48ef805,883da1152bfffff,2025-01-01 17:00:00,17,2025-01-01 17:00:00
6183a21c-777f-462e-ae64-2362398763cf,883da1152bfffff,2025-01-01 17:00:00,15,2025-01-01 17:00:00
75abc22f-3177-4868-b2c0-58c7996e8154,883da1152bfffff,2025-01-01 17:15:00,20,2025-01-01 17:15:00
e5c95cc8-1f8a-473d-a361-83e7cda1d6c3,883da1152bfffff,2025-01-01 17:15:00,20,2025-01-01 17:15:00
5580b285-06eb-479d-abff-d13c6c42ee6f,883da1152bfffff,2025-01-01 17:15:00,17,2025-01-01 17:15:00
47c86f4e-d424-44bc-9d4f-86e833158db7,883da1152bfffff,2025-01-01 17:15:00,20,2025-01-01 17:15:00
27c1ed47-4fb8-4cb5-b867-5624241689f7,883da1152bfffff,2025-01-01 17:30:00,17,2025-01-01 17:30:00
cff2f3b7-54d4-406b-80f1-b8a05155bbcb,883da1152bfffff,2025-01-01 17:30:00,18,2025-01-01 17:30:00
46e15bd7-98bd-4121-9874-91817049e2e4,883da1152bfffff,2025-01-01 17:30:00,17,2025-01-01 17:30:00
090ad037-ffbc-456c-925b-2818fc349f51,883da1152bfffff,2025-01-01 17:30:00,15,2025-01-01 17:30:00
d13dd6c5-4a94-4c40-b604-55adc76700de,883da1152bfffff,2025-01-01 17:30:00,15,2025-01-01 17:30:00
07b9e090-6e5a-4ba5-b11d-834930fe1b9e,883da1152bfffff,2025-01-01 17:30:00,19,2025-01-01 17:30:00
4dac4fb4-39ae-486c-9a04-124bd23ff155,883da1152bfffff,2025-01-01 17:45:00,19,2025-01-01 17:45:00
1d785980-767b-481c-b20a-72dbe6bff320,883da1152bfffff,2025-01-01 17:45:00,21,2025-01-01 17:45:00
a317fd4a-8771-48a5-8645-e2488b7593d0,883da1152bfffff,2025-01-01 17:45:00,15,2025-01-01 17:45:00
4d8d18ce-98a6-480c-bab2-94b05a97471f,883da1152bfffff,2025-01-01 17:45:00,17,2025-01-01 17:45:00
159a2399-9d9d-466f-b778-2de93e350ed5,883da1152bfffff,2025-01-01 17:45:00,16,2025-01-01 17:45:00
d8efff97-1b13-41dd-a611-4315ce81b658,883da1152bfffff,2025-01-01 17:45:00,23,2025-01-01 17:45:00
b5200642-36f7-485f-a966-8b450e47a09a,883da1152bfffff,2025-01-01 17:45:00,24,2025-01-01 17:45:00
b94f90d2-4fc0-490f-b430-2c538f5ba76e,883da1152bfffff,2025-01-01 18:00:00,20,2025-01-01 18:00:00
0997f4c7-f95e-4a1a-bc68-ff9d8986548c,883da1152bfffff,2025-01-01 18:00:00,21,2025-01-01 18:00:00
f4bf9dfa-9f10-4111-8ed1-0fc14e6f307f,883da1152bfffff,2025-01-01 18:00:00,16,2025-01-01 18:00:00
c42a6cb3-aa2e-4cc3-b859-94a6a1af7b00,883da1152bfffff,2025-01-01 18:15:00,22,2025-01-01 18:15:00
3d045a32-bce1-49d9-a787-c88cadc1b7a3,883da1152bfffff,2025-01-01 18:15:00,15,2025-01-01 18:15:00
2cab23d0-ecff-45f5-9a6e-75196cc48379,883da1152bfffff,2025-01-01 18:30:00,24,2025-01-01 18:30:00
60052cd1-dc0d-4096-9d24-48d2c42473c1,883da1152bfffff,2025-01-01 18:30:00,17,2025-01-01 18:30:00
18fc63b1-deb1-4e5f-b9b2-c92003f91370,883da1152bfffff,2025-01-01 18:30:00,16,2025-01-01 18:30:00
6b43737a-1a58-4b6a-9b6d-b6cce07e1546,883da1152bfffff,2025-01-01 18:45:00,16,2025-01-01 18:45:00
52b8145e-941f-4b07-bcdc-a8117b8990d2,883da1152bfffff,2025-01-01 18:45:00,16,2025-01-01 18:45:00
2b74e595-375a-4133-ae30-c42be1178b47,883da1152bfffff,2025-01-01 18:45:00,21,2025-01-01 18:45:00
37b4cc07-5e8f-4b78-9ed9-1a401dadfe07,883da1152bfffff,2025-01-01 18:45:00,20,2025-01-01 18:45:00
9e781611-575e-4de0-a1e6-c2b86dcc5735,883da1152bfffff,2025-01-01 18:45:00,17,2025-01-01 18:45:00
358354d6-de49-4ffe-ae14-4649c4a3ad76,883da1152bfffff,2025-01-01 18:45:00,23,2025-01-01 18:45:00
5b51ecd4-c3e0-42b0-a64f-c149184a397e,883da1152bfffff,2025-01-01 18:45:00,24,2025-01-01 18:45:00
597acf2b-82a2-4ba9-aeef-bd72984e69b6,883da1152bfffff,2025-01-01 18:45:00,20,2025-01-01 18:45:00
fde1152d-2e31-4e4a-8387-45c92ce75982,883da1152bfffff,2025-01-01 18:45:00,24,2025-01-01 18:45:00
d81e8df4-0106-4628-b9f0-5d10f71f8936,883da1152bfffff,2025-01-01 19:00:00,20,2025-01-01 19:00:00
5f081330-dcc8-4c8d-8feb-bb276899d093,883da1152bfffff,2025-01-01 19:00:00,25,2025-01-01 19:00:00
1bce8525-438e-42d3-9baa-8a6c9d9df40d,883da1152bfffff,2025-01-01 19:15:00,19,2025-01-01 19:15:00
de2e3244-7383-4cd8-89bf-f864daaca536,883da1152bfffff,2025-01-01 19:15:00,21,2025-01-01 19:15:00
e6cfb665-8d17-4482-859d-b164442af709,883da1152bfffff,2025-01-01 19:15:00,18,2025-01-01 19:15:00
0600ff07-0ed2-43e2-a241-1c12e2f2d7ec,883da1152bfffff,2025-01-01 19:30:00,22,2025-01-01 19:30:00
86d29c86-de1a-4246-ace6-1e18f212c9f4,883da1152bfffff,2025-01-01 19:30:00,18,2025-01-01 19:30:00
0db23607-1a8e-44e6-9d92-0b61879aadf3,883da1152bfffff,2025-01-01 19:30:00,16,2025-01-01 19:30:00
e746f8af-8ece-49f0-a02b-ec0ad02e5199,883da1152bfffff,2025-01-01 19:45:00,24,2025-01-01 19:45:00
55d3d699-063e-4d55-af21-80e88d744cf5,883da1152bfffff,2025-01-01 19:45:00,21,2025-01-01 19:45:00
32eb6451-9c75-4fbc-ab5e-a4d05b1956b0,883da1152bfffff,2025-01-01 19:45:00,24,2025-01-01 19:45:00
0b8eaa9e-65ea-4a6a-97c0-e524943e1446,883da1152bfffff,2025-01-01 20:15:00,15,2025-01-01 20:15:00
4ecceb13-a361-456d-8e9f-a9468322b1f1,883da1152bfffff,2025-01-01 20:15:00,16,2025-01-01 20:15:00
4a4fddb9-af31-41fd-a3e1-f633e6fd4007,883da1152bfffff,2025-01-01 20:15:00,20,2025-01-01 20:15:00
915bf5af-0fcd-4fd6-b424-912ab0f1fe65,883da1152bfffff,2025-01-01 20:15:00,23,2025-01-01 20:15:00
56199a27-3c0b-4e7e-967b-fafb0899ef66,883da1152bfffff,2025-01-01 20:30:00,21,2025-01-01 20:30:00
9d7ae2b7-0076-4fd8-aec9-270cd2f09aaf,883da1152bfffff,2025-01-01 20:30:00,17,2025-01-01 20:30:00
cbf98481-be8a-4560-9a7e-438502d42798,883da1152bfffff,2025-01-01 20:30:00,24,2025-01-01 20:30:00
0e0e2c57-50fd-4998-9ac5-5702ee5ab7fb,883da1152bfffff,2025-01-01 20:30:00,17,2025-01-01 20:30:00
a070a8e1-7252-4e6c-81d2-7522d232d128,883da1152bfffff,2025-01-01 20:30:00,19,2025-01-01 20:30:00
ad7d83e2-d69b-4c78-b9d2-b0dfeb957db0,883da1152bfffff,2025-01-01 20:45:00,19,2025-01-01 20:45:00
811c4c8b-c789-430b-8e35-03b91b2a5de9,883da1152bfffff,2025-01-01 21:00:00,18,2025-01-01 21:00:00
7bc56cef-3fcc-4509-bcef-1cbec84170d0,883da1152bfffff,2025-01-01 21:15:00,24,2025-01-01 21:15:00
637ce88a-a711-41a7-b70f-2f1aa9c9714d,883da1152bfffff,2025-01-01 21:30:00,19,2025-01-01 21:30:00
45e30999-dd60-4f1d-81cb-45cdf4f91ff0,883da1152bfffff,2025-01-01 21:30:00,21,2025-01-01 21:30:00
09cc0cd2-cdea-404d-8397-7dc1dba9c02e,883da11409fffff,2025-01-01 09:00:00,17,2025-01-01 09:00:00
c0b93588-64a8-4417-b7a8-e5c492378cf1,883da11409fffff,2025-01-01 09:00:00,24,2025-01-01 09:00:00
17678a4b-2c4f-4cd9-9f29-06564e5704ea,883da11409fffff,2025-01-01 09:00:00,15,2025-01-01 09:00:00
36f03990-db7c-457f-8ff0-72728ef7d0e9,883da11409fffff,2025-01-01 09:15:00,15,2025-01-01 09:15:00
4b806316-5f18-424a-8707-dfe429876ff5,883da11409fffff,2025-01-01 09:15:00,15,2025-01-01 09:15:00
9949018b-361c-42a8-9568-fc791b2094b7,883da11409fffff,2025-01-01 09:15:00,17,2025-01-01 09:15:00
03f16920-5dd3-45ed-88fd-967f399d514c,883da11409fffff,2025-01-01 09:15:00,25,2025-01-01 09:15:00
8e67d005-ee4d-4bc4-bfab-2489ca3179be,883da11409fffff,2025-01-01 09:15:00,19,2025-01-01 09:15:00
fe79bddb-0b53-4497-8693-82de309c9f9c,883da11409fffff,2025-01-01 09:15:00,17,2025-01-01 09:15:00
eb9c4b4b-3999-4294-a8a5-a3878cd66eae,883da11409fffff,2025-01-01 09:15:00,15,2025-01-01 09:15:00
431ddf87-bb91-458d-9aef-7a1e513f876c,883da11409fffff,2025-01-01 09:15:00,15,2025-01-01 09:15:00
f160430e-3d55-4bc6-8037-5a778919577c,883da11409fffff,2025-01-01 09:15:00,22,2025-01-01 09:15:00
020e88df-b850-4520-9f1a-0916ed0dc0a8,883da11409fffff,2025-01-01 09:30:00,16,2025-01-01 09:30:00
72b08b89-0dbf-45c0-8906-2043b651c33b,883da11409fffff,2025-01-01 09:30:00,17,2025-01-01 09:30:00
c82289a3-af0b-4b67-83a6-909107f8d0b4,883da11409fffff,2025-01-01 09:45:00,16,2025-01-01 09:45:00
baec75e8-01d5-4d84-a1a9-b9d2a4d36959,883da11409fffff,2025-01-01 09:45:00,17,2025-01-01 09:45:00
e50190ac-e91e-42c8-a726-cd848b6bb7aa,883da11409fffff,2025-01-01 09:45:00,23,2025-01-01 09:45:00
667fe008-0bd2-4b98-b449-5fb37e35acd7,883da11409fffff,2025-01-01 09:45:00,21,2025-01-01 09:45:00
723728ec-f59b-4066-bebc-93d345eee159,883da11409fffff,2025-01-01 10:00:00,18,2025-01-01 10:00:00
a5dc930a-2b26-4e21-b777-edcbb460e3b3,883da11409fffff,2025-01-01 10:00:00,23,2025-01-01 10:00:00
9544f966-68c2-42d5-8743-b41711a495e3,883da11409fffff,2025-01-01 10:00:00,19,2025-01-01 10:00:00
19fcf79b-a53e-45b1-8884-39e42d607a55,883da11409fffff,2025-01-01 10:15:00,15,2025-01-01 10:15:00
1df72eb7-f195-454b-8abe-bbdb64e688f9,883da11409fffff,2025-01-01 10:15:00,21,2025-01-01 10:15:00
c0f45af0-db25-4a95-8d06-2a3339aed68a,883da11409fffff,2025-01-01 10:15:00,22,2025-01-01 10:15:00
76d796fb-08f4-4d88-887b-da295716e9b5,883da11409fffff,2025-01-01 10:15:00,21,2025-01-01 10:15:00
26408890-f759-4500-9645-643d84fca35c,883da11409fffff,2025-01-01 10:15:00,19,2025-01-01 10:15:00
4510c3bb-b3ab-4fa3-b857-b2b6366b3302,883da11409fffff,2025-01-01 10:15:00,15,2025-01-01 10:15:00
2450d2b9-33b8-4b8d-a049-01f0378a52e9,883da11409fffff,2025-01-01 10:30:00,15,2025-01-01 10:30:00
313c5e32-ff55-4d76-b9a0-88bfb7be3ef6,883da11409fffff,2025-01-01 10:30:00,18,2025-01-01 10:30:00
0d9cd4fc-653b-4514-aeea-5590e738852c,883da11409fffff,2025-01-01 10:30:00,23,2025-01-01 10:30:00
4c8d1d32-a117-44e2-be85-b1fbb5f57512,883da11409fffff,2025-01-01 10:45:00,23,2025-01-01 10:45:00
519ce298-a3ed-4f4d-83e0-67b05c21def7,883da11409fffff,2025-01-01 10:45:00,17,2025-01-01 10:45:00
219914de-b1c8-4dbb-9d30-c021775538e1,883da11409fffff,2025-01-01 10:45:00,23,2025-01-01 10:45:00
dc90919b-db45-46b2-b643-7c69ac812eba,883da11409fffff,2025-01-01 11:00:00,17,2025-01-01 11:00:00
47c4d9cc-7969-40da-82cc-0d0e1d4bc33a,883da11409fffff,2025-01-01 11:00:00,23,2025-01-01 11:00:00
b22834ec-695b-4048-9834-0bf9acf8ad7f,883da11409fffff,2025-01-01 11:00:00,18,2025-01-01 11:00:00
e9330095-d139-42dd-89f9-49798f4ca7ba,883da11409fffff,2025-01-01 11:00:00,25,2025-01-01 11:00:00
e4af3bd1-e99f-4f23-95e5-a6bb1e69c290,883da11409fffff,2025-01-01 11:00:00,19,2025-01-01 11:00:00
a3070b6a-eca9-4acc-ab2d-5fe6a2577e55,883da11409fffff,2025-01-01 11:15:00,24,2025-01-01 11:15:00
83ac484c-73a6-48d4-af32-d8c3e5168fe1,883da11409fffff,2025-01-01 11:15:00,24,2025-01-01 11:15:00
453c07f5-f612-491d-8bf2-d81619870f4d,883da11409fffff,2025-01-01 11:15:00,21,2025-01-01 11:15:00
07b66f75-621b-433f-ace4-115a0d1abcd1,883da11409fffff,2025-01-01 11:30:00,25,2025-01-01 11:30:00
d4a19aa9-b139-4175-8fef-f0e4b2a0b451,883da11409fffff,2025-01-01 11:30:00,25,2025-01-01 11:30:00
5a6420d6-2adb-481f-9a2b-132c7051c85e,883da11409fffff,2025-01-01 11:45:00,24,2025-01-01 11:45:00
09cd5f0f-8bf9-4ff6-b85c-e6dcdd185bd4,883da11409fffff,2025-01-01 12:00:00,25,2025-01-01 12:00:00
7d10b4f0-09aa-4ed7-9468-bfc55316c738,883da11409fffff,2025-01-01 12:00:00,24,2025-01-01 12:00:00
ecf2092e-9cbd-4c34-8996-c00c3f90baed,883da11409fffff,2025-01-01 12:00:00,16,2025-01-01 12:00:00
642c899e-24b5-460d-a7c4-4804fe6e0ef3,883da11409fffff,2025-01-01 12:00:00,19,2025-01-01 12:00:00
08571ed8-37f4-4347-92bb-f777cfce5845,883da11409fffff,2025-01-01 12:00:00,19,2025-01-01 12:00:00
